submission_id,age,answer,category,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,explanation,gender,itemName,languages,responseTime,settingName,trialNr,trial_type
170,19,"My aunt's response is reasonable because the only plant she has is the agave plant, which is why she mentioned it.",other,:D,main,Did not graduate High-school,548189,1736121930993,1736121382804,"I'm sorry, we don't have an aloe vera plant. We have an agave plant.",female,interior-green,english,97930,interior,1,main
171,38,the waiter is used to the same problem and he knows what actually people do mistake,other,thank you,main,Higher degree,565126,1736120707660,1736120142534,"I'm sorry, we don't have raspberry cake. We have raspberry pie.",female,cafe-pie,english,222992,cafe,1,main
171,38,the sale assistance is very specific to macbook air which is very correct,other,thank you,main,Higher degree,565126,1736120707660,1736120142534,"I'm sorry, we don't have a MacBook Pro. We have a MacBook Air.",female,electronics-laptop,english,83922,electronics,2,main
171,38,the consoltant  is just elaborating what they deal with,other,thank you,main,Higher degree,565126,1736120707660,1736120142534,"I'm sorry, we don't have a theatre performance for children. We have a circus show.",female,touristInfo-childTheatre,english,79765,touristInfo,4,main
171,38,thr employee explain what they have as alternative which is very good,other,thank you,main,Higher degree,565126,1736120707660,1736120142534,"I'm sorry, we don't have dalmatians. We have golden retrievers.",female,petAdoption-dogs,english,68573,petAdoption,5,main
172,50,"Her answer is reasonable.  Gingerbread maybe soft and shaped like a loaf of bread instead of cookies.
",other,,main,Graduated College,615232,1736122010984,1736121395752,"I'm sorry, we don't have cookies. We have gingerbread.",other,dutyFree-sweets,English ,82370,dutyFree,2,main
172,50,"Watercolor paintings are paintings but not produced with oil.
",other,,main,Graduated College,615232,1736122010984,1736121395752,"I'm sorry, we don't have watercolor paintings. We have an oil painting.",other,interior-deco,English ,153264,interior,3,main
173,25,"It’s reasonable because that’s a personal question, and because of confidentiality rules the sale assistant needs to respond professionally.",other,,main,Higher degree,728434,1736122173051,1736121444617,"I'm sorry, we don't have earrings. We have necklaces.",female,clothing-acc,English ,84746,clothing,4,main
173,25,"The response is reasonable because people make choices , you offer several options and they choose , recommend on choices are not bad , the sales assistant believes that if the first choice is not available then there are other alternatives available which is recommdable. At least  she did the job professionally ",other,,main,Higher degree,728434,1736122173051,1736121444617,"I'm sorry, we don't have canoes. We have kayaks.",female,waterSport-muscle,English ,142061,waterSport,5,main
176,22,"The host mentions Monopoly because the friend asked about Scrabble, but they don’t have it. Instead of just saying “no,” the host offers another game to keep things moving.",goals,,main,Graduated High-school,497510,1736125730109,1736125232599,"I'm sorry, we don't have Scrabble. We have Monopoly.",male,friendsActivities-boardGames,English ,52476,friendsActivities,2,main
176,22,"The cashier mentions books of French love letters because they’re similar to love poems. Instead of just saying “no,” the cashier offers something related that might still interest the student.",goals,,main,Graduated High-school,497510,1736125730109,1736125232599,"I'm sorry, we don't have love poems. We have books of French love letters.",male,books-romance,English ,49995,books,4,main
221,21,they are there to encourage you to sales so by mentioning the shorts they still aid in a sale in the style you like,other,,main,Graduated High-school,288828,1738256948385,1738256659557,"I'm sorry, we don't have Hawaiian shirts. We have shorts.",female,clothing-clothes,english,80549,clothing,1,main
222,38,"I don't feel this is a reasonable response as if someone is looking for a shirt, they are more likely to go with a sweatshirt as an alternative.",other,,main,Higher degree,279824,1738257062063,1738256782239,"I'm sorry, we don't have Hawaiian shirts. We have shorts.",female,clothing-clothes,English,61920,clothing,5,main
224,18,"Because kickboxing is different to boxing, it's about kicking, whereas boxing is more about punching",other,,main,Higher degree,303956,1738257122311,1738256818355,"I'm sorry, we don't have boxing classes. We have kickboxing classes.",female,gym-boxing,English,50900,gymActivities,1,main
224,18,"Netflix is a streaming service with movies available, however the person hosting the party seems to have access to movies a different way",features,,main,Higher degree,303956,1738257122311,1738256818355,"I'm sorry, we don't have Netflix. We have some movies.",female,friendsActivities-videoEntertainment,English,61085,friendsActivities,5,main
228,27,"its reasonable because they are offering an alternative game to play rather than just telling them they dont have it. Atleast even if the person doesnt want to play monopoly, atleast they have been given the option",goals,,main,Graduated College,266496,1738257476411,1738257209915,"I'm sorry, we don't have Scrabble. We have Monopoly.",female,friendsActivities-boardGames,english,54367,friendsActivities,3,main
229,54,you can still watch movies without having netflix,features,,main,Graduated College,516800,1738257481168,1738256964368,"I'm sorry, we don't have Netflix. We have some movies.",female,friendsActivities-videoEntertainment,English ,80644,friendsActivities,3,main
237,52,"Ad she doesn't have the specific plant, this alternative is offered instead to try and help the person, if not exactly, as a replacement.",features,,main,Graduated College,311652,1738257863024,1738257551372,"I'm sorry, we don't have an aloe vera plant. We have an agave plant.",female,interior-green,English,56998,interior,2,main
237,52,"Reasonable due to the fact that Hawaiian shirts are often worn with shorts, so the person could be interested.",features,,main,Graduated College,311652,1738257863024,1738257551372,"I'm sorry, we don't have Hawaiian shirts. We have shorts.",female,clothing-clothes,English,49415,clothing,5,main
246,62,"Netflix is an entertainment streaming service that shows TV shows and movies. The host offered movies as that is part of what is found on Netflix, so would be a good substitute.",features,,main,Graduated High-school,656580,1738258137866,1738257481286,"I'm sorry, we don't have Netflix. We have some movies.",other,friendsActivities-videoEntertainment,English,94967,friendsActivities,2,main
246,62,"Because out of all the options available, iced coffee is the closest to iced tea. Tea and coffee are very popular hot drinks, and so are their iced versions.",similarity,,main,Graduated High-school,656580,1738258137866,1738257481286,"I'm sorry, we don't have iced tea. We have iced coffee.",other,bar-tea,English,84195,bar,3,main
239,24,"An Xbox is very similar to a playstation in terms of the games it plays, performance, features and price. It makes most sense to reccommend this as it is a games console unlike the Macbook and is not a portable gaming device which is much more underpowered and lacks certain features like a Gameboy. So Xbox is the most reasonable alternative to suggest to this man.",similarity,,main,Graduated College,555793,1738257891040,1738257335247,"I'm sorry, we don't have a PlayStation. We have an Xbox.",male,electronics-console,English,102529,electronics,5,main
240,52,"The agent’s mention of water ski equipment instead of something unrelated is a reasonable response because it offers an alternative water sport option that is likely the closest in nature to jet skiing, keeping the conversation relevant and helpful to the customer.",features,,main,Graduated High-school,261066,1738257918568,1738257657502,"I'm sorry, we don't have jet skis. We have water ski equipment.",male,waterSport-motor,English,51857,waterSport,2,main
249,57,Its fair to explain that they don't have an on-demand streaming service but they can still watch the movies they already own.,features,,main,Graduated High-school,844720,1738258193935,1738257349215,"I'm sorry, we don't have Netflix. We have some movies.",male,friendsActivities-videoEntertainment,English,237941,friendsActivities,1,main
245,28,"Boxing is a sport without the use of ""kicking"" which makes it different to ""kickboxing"" that allows the use of both punches and kicks. The receptionist was right to respond in the way the did in order to differentiate the two. ",other,,main,Graduated College,423480,1738258073704,1738257650224,"I'm sorry, we don't have boxing classes. We have kickboxing classes.",male,gym-boxing,English,82142,gymActivities,2,main
245,28,His response is reasonable as 'Iguanas' are available at the zoo and are similar to 'Chameleons' is species/appearance. So even if there is no 'Chameleons' the eight-year-old may enjoy the 'Iguanas'.,similarity,,main,Graduated College,423480,1738258073704,1738257650224,"I'm sorry, we don't have a chameleon. We have iguanas.",male,zoo-reptiles,English,143377,zoo,3,main
248,35,"It is reasonable because it apologise, answer the question and then offers an alternative.",other,,main,Graduated High-school,550371,1738258173585,1738257623214,"I'm sorry, we don't have Hawaiian shirts. We have shorts.",female,clothing-clothes,english,47384,clothing,2,main
248,35,"It is reasonable because it starts with an apology, answers the question and then offers an appropriate alternative.",other,,main,Graduated High-school,550371,1738258173585,1738257623214,"I'm sorry, we don't have yoga classes. We have a pilates class.",female,gym-yoga,english,49801,gymActivities,4,main
248,35,"It is reasonable because it apologises, answer the question and then offers an appropriate alternative.",other,,main,Graduated High-school,550371,1738258173585,1738257623214,"I'm sorry, we don't have love poems. We have books of French love letters.",female,books-romance,english,62403,books,5,main
243,48,It's reasonable as the assistant is trying be helpful in suggesting another item that the customer may be interested in.,other,,main,Higher degree,384417,1738258049521,1738257665104,"I'm sorry, we don't have earrings. We have necklaces.",male,clothing-acc,English,71817,clothing,2,main
244,64,The consultant wants to clarify that the club event involves a hip hop DJ because they may be unsure whether this means it also involves electronic music.,other,Interesting! In the attention check question I was unsure whether you wanted the word and an explanation.,main,Higher degree,613586,1738258077482,1738257463896,"I'm sorry, we don't have a club event with electronic music. We have a club event with a hip hop DJ.",female,touristInfo-clubbing,English,181165,touristInfo,1,main
244,64,"The aunt wants to offer the gift of a painting to the friend and wants her to understand that the painting is in the medium of oil paints, rather than watercolours.",other,Interesting! In the attention check question I was unsure whether you wanted the word and an explanation.,main,Higher degree,613586,1738258077482,1738257463896,"I'm sorry, we don't have watercolor paintings. We have an oil painting.",female,interior-deco,English,145581,interior,3,main
247,77,the subject is the same but the execution is different. love poems are usually written in verse a letter isn't.,features,,main,Graduated High-school,429776,1738258157431,1738257727655,"I'm sorry, we don't have love poems. We have books of French love letters.",female,books-romance,english,96021,books,1,main
252,53,"The sales assistant may mention necklaces to draw attention to the stock that she doesn't sell, so since she doesn't have earrings she alrts the customer that she does have necklaces. ",other,,main,Graduated College,784416,1738258464630,1738257680214,"I'm sorry, we don't have earrings. We have necklaces.",female,clothing-acc,English,76756,clothing,4,main
252,53,"Electronic music is a different genre to hip-hop, although they both use electronic equipment, the genre is different, 'electronic music would cover genres such as techno, electro or possibly house. ",similarity,,main,Graduated College,784416,1738258464630,1738257680214,"I'm sorry, we don't have a club event with electronic music. We have a club event with a hip hop DJ.",female,touristInfo-clubbing,English,104210,touristInfo,5,main
253,35,It's reasonable because they are honest with the man and also give them an option that is available to the man. I think it's worthwhile to mention it so it at least gives some options. ,literal,,main,Higher degree,350059,1738258567709,1738258217650,"I'm sorry, we don't have a single room in a five-star hotel. We have a suite in a four-star hotel.",male,bookingAgency-highClassAccommodation,English,69753,bookingAgency,1,main
253,35,It's an honest and frank response to a degree but again its straight to the point. ,other,,main,Higher degree,350059,1738258567709,1738258217650,"I'm sorry, we don't have earrings. We have necklaces.",male,clothing-acc,English,34683,clothing,3,main
255,36,"A Macbook is a laptop, a Gameboy is a handheld device for gaming. Playstation and Xbox are both gaming consoles.",features,,main,Graduated College,744145,1738258782118,1738258037973,"I'm sorry, we don't have a PlayStation. We have an Xbox.",female,electronics-console,English,58418,electronics,3,main
258,67,"Because the sales assistant was prepared to give the young man two
options which shows integrity and willingness to go the extra mile
and generally offer a reasonable solution to the problem",other,,main,Did not graduate High-school,1074220,1738260076874,1738259002654,"I'm sorry, we don't have a MacBook Pro. We have a MacBook Air.",male,electronics-laptop,British,209144,electronics,1,main
166,32,Thrillers are closely related to mysteries as they are both exciting and keep the reader guessing about the ending. ,features,,main,Higher degree,304059,1736121693839,1736121389780,"I'm sorry, we don't have psychological thrillers. We have mystery novels.",female,books-fantasy,English,58619,books,2,main
166,32,"Of all the items that the flight attendant is selling, gingerbread is the most closely related to cookies. Both go get read and cookies are baked treats.",features,,main,Higher degree,304059,1736121693839,1736121389780,"I'm sorry, we don't have cookies. We have gingerbread.",female,dutyFree-sweets,English,61144,dutyFree,3,main
166,32,An Xbox and a PlayStation are just two different types of the same thing- a game system. Both play game discs and have controllers that help the player control actions in the game.,similarity,,main,Higher degree,304059,1736121693839,1736121389780,"I'm sorry, we don't have a PlayStation. We have an Xbox.",female,electronics-console,English,54065,electronics,4,main
166,32,Gerbils and hamsters are similar creatures. They’re both small and rodent like. They also are kept in similar cages so having either as a pet would be a similar experience. ,features,,main,Higher degree,304059,1736121693839,1736121389780,"I'm sorry, we don't have hamsters. We have gerbils.",female,petAdoption-hamster,English,48751,petAdoption,5,main
167,31,The assistant clearly answers the question by saying that they don't have what he is looking for but offers an alternative that is more helpful than simply stopping the conversation there (which would have been less helpful). The alternative may or may not be acceptable but is offered just in case,goals,,main,Higher degree,445548,1736121862451,1736121416903,"I'm sorry, we don't have a PlayStation. We have an Xbox.",male,electronics-console,English,118345,electronics,1,main
168,61,The agent is explaining that they do not have availability in with the gentleman is asking. But he is offering a reasonable alternative.,goals,,main,Graduated College,340454,1736121861173,1736121520719,"I'm sorry, we don't have a single room in a five-star hotel. We have a suite in a four-star hotel.",female,bookingAgency-highClassAccommodation,English ,47681,bookingAgency,2,main
169,40,Cigarettes is the next best thing to cigars.,similarity,,main,Graduated College,457768,1736121908295,1736121450527,"I'm sorry, we don't have cigars. We have cigarettes.",female,dutyFree-smokes,English,70488,dutyFree,5,main
170,19,"His response is reasonable because the kid asks if they can go see the tiger, but they do not have a tiger. The closest thing they have to a tiger is a lion. So, he asks him if he wants to see the lion instead.",goals,:D,main,Did not graduate High-school,548189,1736121930993,1736121382804,"I'm sorry, we don't have a tiger. We have a lion.",female,zoo-xl,english,92621,zoo,3,main
172,50,Hamsters are similar to gerbils but not the same. Gerbils are bigger.,similarity,,main,Graduated College,615232,1736122010984,1736121395752,"I'm sorry, we don't have hamsters. We have gerbils.",other,petAdoption-hamster,English ,109236,petAdoption,1,main
172,50,Psychological thrillers are a similar but not same genre of books. They both commonly have suspense.,similarity,,main,Graduated College,615232,1736122010984,1736121395752,"I'm sorry, we don't have psychological thrillers. We have mystery novels.",other,books-fantasy,English ,114587,books,4,main
221,21,its the same company and has similar features so why not,similarity,,main,Graduated High-school,288828,1738256948385,1738256659557,"I'm sorry, we don't have a MacBook Pro. We have a MacBook Air.",female,electronics-laptop,english,20213,electronics,4,main
222,38,The answer is reasonable as Chardonnay is another type of wine and the most similar there is to Savignon blanc,similarity,,main,Higher degree,279824,1738257062063,1738256782239,"I'm sorry, we don't have Sauvignon Blanc. We have Chardonnay.",female,bar-whiteWine,English,42056,bar,1,main
222,38,MacBook air is the closest alternative available to the MacBook Pro,similarity,,main,Higher degree,279824,1738257062063,1738256782239,"I'm sorry, we don't have a MacBook Pro. We have a MacBook Air.",female,electronics-laptop,English,50688,electronics,2,main
223,40,"Cheese pizza are still ok for a veggie to eat.
Plus it is still a pizza",similarity,,main,Graduated High-school,447325,1738257063354,1738256616029,"I'm sorry, we don't have veggie pizza. We have cheese pizza.",male,cafe-pizza,English ,51081,cafe,5,main
224,18,"A gerbil is a different type of animal to a hamster, however they are similar so it seems reasonable to mention gerbils in case the family were open to adopting gerbils instead",similarity,,main,Higher degree,303956,1738257122311,1738256818355,"I'm sorry, we don't have hamsters. We have gerbils.",female,petAdoption-hamster,English,58710,petAdoption,2,main
225,32,Because raspberry pie and cake will be similar - so waiter is making an alternate suggestion ,similarity,,main,Higher degree,375086,1738257212981,1738256837895,"I'm sorry, we don't have raspberry cake. We have raspberry pie.",female,cafe-pie,English ,88403,cafe,1,main
225,32,As friend wants picture of specific plant your aunt doesn’t have that but has something similar ,similarity,,main,Higher degree,375086,1738257212981,1738256837895,"I'm sorry, we don't have an aloe vera plant. We have an agave plant.",female,interior-green,English ,60539,interior,2,main
225,32,Sales person is suggesting an alternative item of clothing that may be needed ,features,,main,Higher degree,375086,1738257212981,1738256837895,"I'm sorry, we don't have Hawaiian shirts. We have shorts.",female,clothing-clothes,English ,72279,clothing,3,main
225,32,"Golden retriever and Dalmatian’s are a similar size and temperament 
of dog ",features,,main,Higher degree,375086,1738257212981,1738256837895,"I'm sorry, we don't have dalmatians. We have golden retrievers.",female,petAdoption-dogs,English ,46850,petAdoption,4,main
226,69,Simple statement of fact followed by a potentially acceptable alternative,similarity,,main,Higher degree,215875,1738257271688,1738257055813,"I'm sorry, we don't have a pottery class. We have a watercolor painting class.",male,kidsActivities-crafts,English,48012,kidsActivities,2,main
226,69,It is the closest alternative,similarity,,main,Higher degree,215875,1738257271688,1738257055813,"I'm sorry, we don't have a bed in the youth hostel. We have a room in a cheap bed-and-breakfast.",male,bookingAgency-lowClassAccommodation,English,33889,bookingAgency,4,main
226,69,It is a plant which may or may not be acceptable ,similarity,,main,Higher degree,215875,1738257271688,1738257055813,"I'm sorry, we don't have an aloe vera plant. We have an agave plant.",male,interior-green,English,35367,interior,5,main
227,65,Gerbils and hamsters are both small rodents therefore a gerbil would be a reasonable alternative ,features,,main,Graduated High-school,332878,1738257441256,1738257108378,"I'm sorry, we don't have hamsters. We have gerbils.",female,petAdoption-hamster,English,66741,petAdoption,1,main
227,65,These are both forms of jewellery,features,,main,Graduated High-school,332878,1738257441256,1738257108378,"I'm sorry, we don't have earrings. We have necklaces.",female,clothing-acc,English,29798,clothing,4,main
227,65,Both these sports are alternative forms of boxing as opposed to karate and pilates,features,,main,Graduated High-school,332878,1738257441256,1738257108378,"I'm sorry, we don't have boxing classes. We have kickboxing classes.",female,gym-boxing,English,77262,gymActivities,5,main
229,54,kayaks are the most similar to a canoe ,similarity,,main,Graduated College,516800,1738257481168,1738256964368,"I'm sorry, we don't have canoes. We have kayaks.",female,waterSport-muscle,English ,115395,waterSport,1,main
229,54,its another jewellery item,features,,main,Graduated College,516800,1738257481168,1738256964368,"I'm sorry, we don't have earrings. We have necklaces.",female,clothing-acc,English ,69345,clothing,2,main
229,54,its another form of boxing with a different part of body ,features,,main,Graduated College,516800,1738257481168,1738256964368,"I'm sorry, we don't have boxing classes. We have kickboxing classes.",female,gym-boxing,English ,71949,gymActivities,4,main
235,61,"Cigarettes, like cigars, are a tobacco product that can be smoked, the other items are not.",features,,main,Higher degree,582090,1738257751370,1738257169280,"I'm sorry, we don't have cigars. We have cigarettes.",female,dutyFree-smokes,English,77431,dutyFree,5,main
230,27,The two drinks are probably most similar although i dont know much about alcoholic drinks. A coffee is not alcoholic so it would not be a good similar reccomendation.,features,,main,Graduated College,623642,1738257518114,1738256894472,"I'm sorry, we don't have Sauvignon Blanc. We have Chardonnay.",female,bar-whiteWine,english urdu,69692,bar,4,main
230,27,"Pilates classes would be a form of exercise that is most similar to yoga so it would be a good reccomendation, Sumba is fast paced and kickboxing is high impact. both yoga and pilates involve strengthening and flexibility without using much eqiptment",features,,main,Graduated College,623642,1738257518114,1738256894472,"I'm sorry, we don't have yoga classes. We have a pilates class.",female,gym-yoga,english urdu,94717,gymActivities,5,main
231,38,"The youth hostel wasn't available so the agent suggested the next best option, the b&b would be the next cheapest and most suitable idea.",features,,main,Graduated High-school,470007,1738257540742,1738257070735,"I'm sorry, we don't have a bed in the youth hostel. We have a room in a cheap bed-and-breakfast.",female,bookingAgency-lowClassAccommodation,english,113175,bookingAgency,1,main
231,38,The teacher explained that there is no pottery class but suggested watercolor painting as the next best option that is available. ,similarity,,main,Graduated High-school,470007,1738257540742,1738257070735,"I'm sorry, we don't have a pottery class. We have a watercolor painting class.",female,kidsActivities-crafts,english,97579,kidsActivities,4,main
232,37,"Gingerbread is a type of biscuit, like cookies, but they taste different, so it's reasonable that she offered cookies as an alternative.",features,,main,Higher degree,249284,1738257547883,1738257298599,"I'm sorry, we don't have cookies. We have gingerbread.",male,dutyFree-sweets,English ,53265,dutyFree,1,main
232,37,"There's lot of different types of paint and painting, so while the aunt didn't have watercolour, offering oil paint is a logical alternative.",similarity,,main,Higher degree,249284,1738257547883,1738257298599,"I'm sorry, we don't have watercolor paintings. We have an oil painting.",male,interior-deco,English ,47269,interior,5,main
233,47,It is because the watercolour painting class is part of the art curriculum which is the same curriculum that pottery is part of.,similarity,,main,Higher degree,337377,1738257661732,1738257324355,"I'm sorry, we don't have a pottery class. We have a watercolor painting class.",male,kidsActivities-crafts,English,134698,kidsActivities,1,main
233,47,Because the replacement option is also wine.,similarity,,main,Higher degree,337377,1738257661732,1738257324355,"I'm sorry, we don't have Sauvignon Blanc. We have Chardonnay.",male,bar-whiteWine,English,23976,bar,2,main
233,47,"Because they are on the same subject, about the same thing.",similarity,,main,Higher degree,337377,1738257661732,1738257324355,"I'm sorry, we don't have love poems. We have books of French love letters.",male,books-romance,English,22726,books,3,main
233,47,"Because they don't have cigars, cigarettes are the nearest available substitute.",similarity,,main,Higher degree,337377,1738257661732,1738257324355,"I'm sorry, we don't have cigars. We have cigarettes.",male,dutyFree-smokes,English,40753,dutyFree,5,main
234,23,"Either Monopoly or checkers may have been suitable alternatives as they are both board games, however Monopoly may be preferable as it can be played with more players than checkers, and therefore is slightly more similar to Scrabble, although this may be context dependent.",features,,main,Higher degree,340163,1738257681042,1738257340879,"I'm sorry, we don't have Scrabble. We have Monopoly.",female,friendsActivities-boardGames,English,77356,friendsActivities,5,main
236,41,Reasonable because Netflix is something that plays movies so movies on their own is an alternative,features,,main,Graduated High-school,435522,1738257846903,1738257411381,"I'm sorry, we don't have Netflix. We have some movies.",female,friendsActivities-videoEntertainment,English,75251,friendsActivities,2,main
236,41,The man mentioned the xbox because it is another games machine that can play some games that are very similar.,features,,main,Graduated High-school,435522,1738257846903,1738257411381,"I'm sorry, we don't have a PlayStation. We have an Xbox.",female,electronics-console,English,127004,electronics,4,main
241,60,"Pepperoni contains meat, vegetarians don't eat meat, but some will eat cheese. The cheese pizza is the closest option available. Raspberry pie is nothing like a veggie pizza.",features,,main,Graduated High-school,623289,1738257972135,1738257348846,"I'm sorry, we don't have veggie pizza. We have cheese pizza.",female,cafe-pizza,English,86494,cafe,5,main
237,52,"This response considers suggesting something which is of a similar genre, rather than off topic. Romantic is the topic.",features,,main,Graduated College,311652,1738257863024,1738257551372,"I'm sorry, we don't have love poems. We have books of French love letters.",female,books-romance,English,68918,books,1,main
237,52,Youth hostels tend to be less expensive so the agent has sought t offer a similar alternative to the man.,similarity,,main,Graduated College,311652,1738257863024,1738257551372,"I'm sorry, we don't have a bed in the youth hostel. We have a room in a cheap bed-and-breakfast.",female,bookingAgency-lowClassAccommodation,English,49076,bookingAgency,4,main
246,62,Because gerbils resemble hamsters in that they are both small rodents that many people get mixed up. ,similarity,,main,Graduated High-school,656580,1738258137866,1738257481286,"I'm sorry, we don't have hamsters. We have gerbils.",other,petAdoption-hamster,English,159746,petAdoption,1,main
246,62,"Both Xbox and Playstation are games consoles and very often the same games are available on both, with minor graphics differences. The two consoles are both very popular and both would be a good alternative to the other. The MacBook and the gameboy are not close compairons.",similarity,,main,Graduated High-school,656580,1738258137866,1738257481286,"I'm sorry, we don't have a PlayStation. We have an Xbox.",other,electronics-console,English,163947,electronics,4,main
238,22,The consultant provided the woman with the closest option that is available to what she was describing.,similarity,,main,Graduated College,233283,1738257864471,1738257631188,"I'm sorry, we don't have a club event with electronic music. We have a club event with a hip hop DJ.",female,touristInfo-clubbing,English,35616,touristInfo,2,main
238,22,"PlayStation and Xbox are both gaming consoles. So, while they do not have one gaming console, the sales assistant suggests the gaming console that they have available.",similarity,,main,Graduated College,233283,1738257864471,1738257631188,"I'm sorry, we don't have a PlayStation. We have an Xbox.",female,electronics-console,English,39049,electronics,5,main
240,52,"the sales assistant's mention of the MacBook Air was a reasonable and helpful response because it offers a close alternative to the MacBook Pro, rather than confusing the customer with options that don’t fit the category (like an Xbox or desktop).",similarity,,main,Graduated High-school,261066,1738257918568,1738257657502,"I'm sorry, we don't have a MacBook Pro. We have a MacBook Air.",male,electronics-laptop,English,45816,electronics,1,main
249,57,Kayaks and canoes are very similar and operate the same way so its perfectly reasonable to summise that the canoeist would be happy with a kayak too.,features,,main,Graduated High-school,844720,1738258193935,1738257349215,"I'm sorry, we don't have canoes. We have kayaks.",male,waterSport-muscle,English,357684,waterSport,4,main
250,35,It is reasonable because tea and coffee are comparable drinks. The bar serves iced coffee which is why the bartender would mention that and not another drink.,similarity,,main,Graduated College,484913,1738258197632,1738257712719,"I'm sorry, we don't have iced tea. We have iced coffee.",female,bar-tea,English ,103481,bar,1,main
242,30,"The assistant's response is reasonable because the Playstation is a standalone games console and an Xbox is the most similar option out of the electronics that the store has in stock. A Gameboy is a handheld device and a MacBook Air is a computer/laptop, no exclusively for gaming. Therefore, it would be reasonable to offer the alternative of an Xbox as it is also a games console and many games that can be played on the Playstation, can also be played on an Xbox.",features,,main,Higher degree,566016,1738258041096,1738257475080,"I'm sorry, we don't have a PlayStation. We have an Xbox.",female,electronics-console,English,143537,electronics,2,main
242,30,"A gerbil is a reasonable response as it is similar in size and habitat to a hamster. If the person is asking for a hamster, they likely want a pet that is going to be fluffy and small, and kept in a cage. Therefore a ferret would not fit this description, nor would a golden retriever.",goals,,main,Higher degree,566016,1738258041096,1738257475080,"I'm sorry, we don't have hamsters. We have gerbils.",female,petAdoption-hamster,English,100185,petAdoption,3,main
242,30,"The hip hop DJ offers the most similar style of music to electronic music. Based on the type of dance/experience someone would be interested in if they wanted electronic music, out of the options the DJ would be suited best. A circus show has nothing to do with music and live jazz music is a very very different style altogether.",goals,,main,Higher degree,566016,1738258041096,1738257475080,"I'm sorry, we don't have a club event with electronic music. We have a club event with a hip hop DJ.",female,touristInfo-clubbing,English,109544,touristInfo,5,main
245,28,Hamsters and Gerbils are similar creatures in size and also both make good pets. I assume the father is buying the animal as a gift for their child and due to the similar nature in which you could care for both a hamster and a gerbil getting one of the latter instead would still be a similar experience. ,goals,,main,Graduated College,423480,1738258073704,1738257650224,"I'm sorry, we don't have hamsters. We have gerbils.",male,petAdoption-hamster,English,98095,petAdoption,5,main
244,64,"The agent wants to encourage the customer to rent equipment from them, and suggests a kayak instead of a canoe because they are somewhat similar.",similarity,Interesting! In the attention check question I was unsure whether you wanted the word and an explanation.,main,Higher degree,613586,1738258077482,1738257463896,"I'm sorry, we don't have canoes. We have kayaks.",female,waterSport-muscle,English,83400,waterSport,4,main
244,64,The sales assistant suggests necklaces because earings and necklaces are both forms of jewelry.,features,Interesting! In the attention check question I was unsure whether you wanted the word and an explanation.,main,Higher degree,613586,1738258077482,1738257463896,"I'm sorry, we don't have earrings. We have necklaces.",female,clothing-acc,English,47337,clothing,5,main
247,77,a lion is somewhat simmilar to a tiger. the tiger has stripes and the lion doesn;t but they are both classed as big cats,features,,main,Graduated High-school,429776,1738258157431,1738257727655,"I'm sorry, we don't have a tiger. We have a lion.",female,zoo-xl,english,98453,zoo,2,main
247,77,the aunt is still offering a plant just a different type.,similarity,,main,Graduated High-school,429776,1738258157431,1738257727655,"I'm sorry, we don't have an aloe vera plant. We have an agave plant.",female,interior-green,english,62165,interior,4,main
251,31,It makes sense for the agent to mention the water ski as it is a bit similar to jet ski. They are both water sports and maybe the customer might be interested in the water ski afterall.,features,,main,Higher degree,1291783,1738258261927,1738256970144,"I'm sorry, we don't have jet skis. We have water ski equipment.",female,waterSport-motor,English,369032,waterSport,1,main
251,31,The cashier's response is reasonable as french love letters are an alternative to love poems. French is also considered a romantic place where love is in abundance so that is also a factor ,features,,main,Higher degree,1291783,1738258261927,1738256970144,"I'm sorry, we don't have love poems. We have books of French love letters.",female,books-romance,English,86392,books,5,main
252,53,"Well, Bo gymnastics and acrobatics share similarities, but they are distinct disciplines with different focuses, techniques, and competitive structures.",similarity,,main,Graduated College,784416,1738258464630,1738257680214,"I'm sorry, we don't have a gymnastics class. We have an acrobatics class.",female,kidsActivities-sports,English,173367,kidsActivities,2,main
252,53,"Again Bo, although they may seem similar they are different in their context and this shop sells books of a particular context which doesn't include psychological thrillers. 
",similarity,,main,Graduated College,784416,1738258464630,1738257680214,"I'm sorry, we don't have psychological thrillers. We have mystery novels.",female,books-fantasy,English,79296,books,3,main
254,40,The host has offered another game for the group of friends to play. The game Monopoly is similar to Scrabble - in the sense that the friends will sit together and try to win the game. It is reasonable for the host to offer another game to play.,similarity,Interesting study - Thank you,main,Graduated College,1329058,1738258601470,1738257272412,"I'm sorry, we don't have Scrabble. We have Monopoly.",female,friendsActivities-boardGames,English,264420,friendsActivities,1,main
255,36,"Gerbils are a similar animal to hamsters, as they are from the same animal family: the rodent family. When kept as a pet hamsters and gerbils have very similar needs and care. Golden retrievers and ferrets are from different animal families and have different needs and care.",features,,main,Graduated College,744145,1738258782118,1738258037973,"I'm sorry, we don't have hamsters. We have gerbils.",female,petAdoption-hamster,English,200364,petAdoption,2,main
255,36,"Psychological thrillers and mystery novels are similar genres of book. They have similar themes of tension and lead to a discovery that is a surprise to the reader. Adventure novels are more focused on exploration and action. French love letters are also different, and will be letters to express affection to another person. ",features,,main,Graduated College,744145,1738258782118,1738258037973,"I'm sorry, we don't have psychological thrillers. We have mystery novels.",female,books-fantasy,English,194560,books,4,main
