submission_id,age,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,responseTime,settingName,trialNr,trial_type,itemName,answer,response_option,option_category,category,vignette_start,vignette_continuation,question,taciturn,answer_template,itemQuestion,competitor,sameCategory,otherCategory,character_template
4645,32,NA,main,Graduated High-school,114897,1672168586674,1672168471777,male,English,27111,waterSport,3,main,waterSport-motor,No but we do have water ski equipment,water ski equipment,competitor,competitor,You are at a water sports rental agency in a popular tourist region with a large lake for different types of water sports. The agency offers,\n\nA customer calls on the phone and asks the agent:,Do you rent jet skis?,"I'm sorry, we don’t rent jet skis.",We rent *.,jet skis,water ski equipment,rubber dinghies,kayaks,The agent replies:
4619,34,NA,main,Graduated High-school,208664,1672164898665,1672164690001,female,British,26526,touristInfo,4,main,touristInfo-childTheatre,No but we have a circus performance,circus,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a theatre performance for children today?,"I'm sorry, there is no theatre performance for children today.",There is *.,a theatre performance for children,a circus show,a trade fare,a club event with a hip hop DJ,The consultant replies:
4755,29,NA,main,Graduated College,219635,1672243949575,1672243729940,female,English,49493,interior,2,main,interior-green,No but we have an agave plant,agave,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have an aloe vera plant?,"I'm sorry, I don’t have an aloe vera.",I have *.,an aloe vera plant,an agave plant,tulips,an oil painting,Your aunt replies:
4755,29,NA,main,Graduated College,219635,1672243949575,1672243729940,female,English,35932,bar,3,main,bar-whiteWine,No but we have chardonnay,Chardonnay,competitor,competitor,You are at a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have Sauvignon Blanc?,"I'm sorry, we don't have Sauvignon Blanc today.",We have *.,Sauvignon Blanc,Chardonnay,craft beer,iced coffee,The bartender replies:
4610,30,NA,main,Higher degree,106785,1672164788994,1672164682209,female,English,10279,petAdoption,4,main,petAdoption-hamster,No but we have gerbils,gerbil,competitor,competitor,You are at an adoption center for rescued animals. Currently there are the following animals at the center:,\n\nA family comes in and asks an employee:,Do you have any hamsters?,"I'm sorry, we don’t have any hamsters.",We have *.,hamsters,gerbils,ferrets,golden retrievers,The employee replies:
4633,40,NA,main,Graduated College,200187,1672165880913,1672165680726,male,English,22212,petAdoption,5,main,petAdoption-hamster,No but we have gerbils if you like,gerbil,competitor,competitor,You are at an adoption center for rescued animals. Currently there are the following animals at the center:,\n\nA family comes in and asks an employee:,Do you have any hamsters?,"I'm sorry, we don’t have any hamsters.",We have *.,hamsters,gerbils,ferrets,golden retrievers,The employee replies:
4747,18,NA,main,Graduated High-school,104759,1672243832867,1672243728108,male,english,11946,bar,5,main,bar-tea,no but we have iced coffee,iced coffee,competitor,competitor,You are a bartender in a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have iced tea?,"I'm sorry, we don't have iced tea today.",We have *.,iced tea,iced coffee,soda,Chardonnay,The bartender replies:
4651,60,NA,main,Graduated High-school,201156,1672168679852,1672168478696,male,English,51312,cafe,1,main,cafe-pie,"No but we have raspberry pie, would you like that?",raspberry pie,competitor,competitor,You are in a café. Today the café has,\n\nA customer asks the waiter:,Do you have raspberry cake?,"I'm sorry, we don't have raspberry cake today.",We have *.,raspberry cake,raspberry pie,chocolate cookies,cheese pizza,The waiter replies:
4700,36,NA,main,Graduated College,361322,1672237280621,1672236919299,female,English,73846,dutyFree,3,main,dutyFree-smokes,No but we sell cigarettes?,cigarettes,competitor,competitor,You are on an old-fashioned international flight. The flight attendants are selling duty-free items to passengers. The flight attendants currently have the following items on offer:,"\n\nAs a flight attendant walks by, a passenger asks:",Do you sell cigars?,"I'm sorry, we don’t sell cigars.",We sell *.,cigars,cigarettes,gin,gingerbread,The flight attendant replies:
4684,67,none,main,Higher degree,431656,1672172747943,1672172316287,female,English,61069,interior,3,main,interior-green,No but would you consider an agave?,agave,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have an aloe vera plant?,"I'm sorry, I don’t have an aloe vera.",I have *.,an aloe vera plant,an agave plant,tulips,an oil painting,Your aunt replies:
4633,40,NA,main,Graduated College,200187,1672165880913,1672165680726,male,English,24868,gymActivities,4,main,gym-boxing,No but you could try kick-boxing if you like,kickboxing,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer boxing classes?,"I’m sorry, we don’t have boxing.",We have *.,boxing classes,kickboxing classes,karate classes,pilates,The receptionist replies:
4642,68,NA,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,English,133815,friendsActivities,4,main,friendsActivities-videoEntertainment,No do not have Netflix But have some movies we can watch.,movie,competitor,competitor,"You are at a casual Saturday night get together with your friends at a friend’s house. For activities, the friend prepared",\n\nOne friend asks the host:,Do you have Netflix?,"I'm sorry, I don't have Netflix.",I have *.,Netflix,some movies,Xbox games,Monopoly,The host replies:
4681,29,NA,main,Graduated High-school,245085,1672172087584,1672171842499,male,English,107781,interior,1,main,interior-deco,"No I don't, but I do have an oil painting",oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
4666,25,NA,main,Graduated College,114802,1672171693907,1672171579105,female,English,19320,friendsActivities,2,main,friendsActivities-videoEntertainment,"No I don't, but I have lots of movies at hand here",movie,competitor,competitor,"You are at a casual Saturday night get together with your friends at a friend’s house. For activities, the friend prepared",\n\nOne friend asks the host:,Do you have Netflix?,"I'm sorry, I don't have Netflix.",I have *.,Netflix,some movies,Xbox games,Monopoly,The host replies:
4761,41,NA,main,Graduated College,284164,1672244039324,1672243755160,male,english,39285,friendsActivities,4,main,friendsActivities-boardGames,"No I don't, but I have monopoly.",Monopoly,competitor,competitor,"You are at a casual Saturday night get together with your friends at a friend’s house. For activities, the friend prepared",\n\nOne friend asks the host:,Do you have Scrabble?,"I'm sorry, I don't have Scrabble.",I have *.,Scrabble,Monopoly,checkers,some movies,The host replies:
4645,32,NA,main,Graduated High-school,114897,1672168586674,1672168471777,male,English,25916,electronics,1,main,electronics-laptop,No I only have a macnook air,MacBook Air,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a MacBook Pro?,"I’m sorry, we don’t have a MacBook Pro.",We have *.,a MacBook Pro,a MacBook Air,a desktop computer,an Xbox,The sales assistant replies:
4632,69,NA,main,Graduated High-school,208141,1672165879722,1672165671581,female,English,29856,petAdoption,3,main,petAdoption-dogs,"No I'm sorry, but we have some lovely golden retrievers if you were interested",golden retriever,competitor,competitor,You are at an adoption center for rescued animals. Currently there are the following animals at the center:,\n\nA family comes in and asks an employee:,Do you have any Dalmatians?,"I'm sorry, we don’t have any dalmatians.",We have *.,dalmatians,golden retrievers,chihuahuas,gerbils,The employee replies:
4743,55,NA,main,Graduated High-school,670232,1672240799995,1672240129763,male,english,148381,bar,2,main,bar-whiteWine,"No madam but I have a delicious Chardonnay that would brighten anyone's day , would you care to sample some?",Chardonnay,competitor,competitor,You are at a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have Sauvignon Blanc?,"I'm sorry, we don't have Sauvignon Blanc today.",We have *.,Sauvignon Blanc,Chardonnay,craft beer,iced coffee,The bartender replies:
4731,51,NA,main,Graduated High-school,312396,1672240431558,1672240119162,female,English,27672,bar,4,main,bar-tea,No not today.  May I interest you in an iced coffee?,iced coffee,competitor,competitor,You are a bartender in a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have iced tea?,"I'm sorry, we don't have iced tea today.",We have *.,iced tea,iced coffee,soda,Chardonnay,The bartender replies:
4645,32,NA,main,Graduated High-school,114897,1672168586674,1672168471777,male,English,14229,dutyFree,5,main,dutyFree-smokes,No only cigarettes,cigarettes,competitor,competitor,You are on an old-fashioned international flight. The flight attendants are selling duty-free items to passengers. The flight attendants currently have the following items on offer:,"\n\nAs a flight attendant walks by, a passenger asks:",Do you sell cigars?,"I'm sorry, we don’t sell cigars.",We sell *.,cigars,cigarettes,gin,gingerbread,The flight attendant replies:
4615,21,I think just make the  font size a little bit bigger,main,Higher degree,164587,1672164847535,1672164682948,female,English,15526,electronics,3,main,electronics-laptop,No only the Macbook air.,MacBook Air,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a MacBook Pro?,"I’m sorry, we don’t have a MacBook Pro.",We have *.,a MacBook Pro,a MacBook Air,a desktop computer,an Xbox,The sales assistant replies:
4668,31,NA,main,Graduated College,162355,1672171740950,1672171578595,female,English,18157,electronics,2,main,electronics-console,"No playstations sorry, we do have an Xbox which is similar",Xbox,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a PlayStation?,"I’m sorry, we don’t have a PlayStation.",We have *.,a PlayStation,an Xbox,a Gameboy,a MacBook Air,The sales assistant replies:
4640,62,NA,main,Graduated High-school,444611,1672166112109,1672165667498,male,English,84674,waterSport,1,main,waterSport-muscle,"No sir but we do rent the same family of boats, our version is the kayak",kayak,competitor,competitor,You are at a water sports rental agency in a popular tourist region with a large lake for different types of water sports. The agency offers,\n\nA customer calls on the phone and asks the agent:,Do you rent canoes?,"I'm sorry, we don’t rent canoes.",We rent *.,canoes,kayaks,pedal boats,water ski equipment,The agent replies:
4607,60,NA,main,Graduated College,232254,1672163527107,1672163294853,female,English,30326,gymActivities,4,main,gym-yoga,No sorry but we can offer pilates.,pilates,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer yoga classes?,"I’m sorry, we don’t have yoga.",We have *.,yoga classes,a pilates class,zumba classes,kickboxing,The receptionist replies:
4753,29,NA,main,Graduated College,214327,1672243942307,1672243727980,male,English,62825,bookingAgency,3,main,bookingAgency-lowClassAccommodation,No sorry but we have availibility at a budget hotel?,budget hotel,competitor,competitor,You are in a travel booking agency in a medium-sized tourist town. The following types of accommodation are still available for tomorrow night:,\n\nA young man walks in and asks the agent:,Is there a bed in the youth hostel available for tomorrow night?,"I'm sorry, there are no more beds available in the youth hostel available for tomorrow night.",There is *.,a bed in the youth hostel,a room in a cheap bed-and-breakfast,a room in a budget hotel,a suite in a four-star hotel,The agent replies:
4753,29,NA,main,Graduated College,214327,1672243942307,1672243727980,male,English,37357,petAdoption,5,main,petAdoption-dogs,No sorry but we have golden retrievers if you would like to take a look?,golden retriever,competitor,competitor,You are at an adoption center for rescued animals. Currently there are the following animals at the center:,\n\nA family comes in and asks an employee:,Do you have any Dalmatians?,"I'm sorry, we don’t have any dalmatians.",We have *.,dalmatians,golden retrievers,chihuahuas,gerbils,The employee replies:
4675,30,NA,main,Graduated High-school,292624,1672171866639,1672171574015,female,English,25668,cafe,3,main,cafe-pie,No sorry we only have raspberry pie available.,raspberry pie,competitor,competitor,You are in a café. Today the café has,\n\nA customer asks the waiter:,Do you have raspberry cake?,"I'm sorry, we don't have raspberry cake today.",We have *.,raspberry cake,raspberry pie,chocolate cookies,cheese pizza,The waiter replies:
4722,76,NA,main,Graduated College,221967,1672240350422,1672240128455,female,English,39638,bar,1,main,bar-whiteWine,"No sorry, But the Chardonnay is very good",Chardonnay,competitor,competitor,You are at a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have Sauvignon Blanc?,"I'm sorry, we don't have Sauvignon Blanc today.",We have *.,Sauvignon Blanc,Chardonnay,craft beer,iced coffee,The bartender replies:
4616,27,NA,main,Higher degree,132469,1672164859766,1672164727297,female,NA,25738,electronics,3,main,electronics-laptop,"No sorry, we have the MacBook Air though if that interests you.",MacBook Air,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a MacBook Pro?,"I’m sorry, we don’t have a MacBook Pro.",We have *.,a MacBook Pro,a MacBook Air,a desktop computer,an Xbox,The sales assistant replies:
4693,32,NA,main,Higher degree,195676,1672237105338,1672236909662,female,English,31896,dutyFree,4,main,dutyFree-smokes,No sorry. I do have some cigarettes if you are interested in those instead?,cigarettes,competitor,competitor,You are on an old-fashioned international flight. The flight attendants are selling duty-free items to passengers. The flight attendants currently have the following items on offer:,"\n\nAs a flight attendant walks by, a passenger asks:",Do you sell cigars?,"I'm sorry, we don’t sell cigars.",We sell *.,cigars,cigarettes,gin,gingerbread,The flight attendant replies:
4688,34,NA,main,Graduated College,143033,1672237050935,1672236907902,female,English,37264,bookingAgency,2,main,bookingAgency-highClassAccommodation,"No there isn't, sorry, but there is a suite in a four star hotel.",four-star hotel,competitor,competitor,You are in a travel booking agency in a medium-sized tourist town. The following types of accommodation are still available for tomorrow night:,\n\nAn older man walks in and asks the agent:,Is a single room in a five-star hotel available for tomorrow night?,"I'm sorry, there is no single room in a five-star hotel available for tomorrow night.",There is *.,a single room in a five-star hotel,a suite in a four-star hotel,an expensive apartment close to the city,a room in a cheap bed-and-breakfast,The agent replies:
4719,34,Nil,main,Higher degree,212503,1672240338178,1672240125675,female,english,32777,cafe,1,main,cafe-pizza,No we don't but you might like to try the cheese pizza?,cheese,competitor,competitor,You are in a café. Today the café has,\n\nA customer asks the waiter:,Do you have veggie pizza?,"I'm sorry, we don't have veggie pizza today.",We have *.,veggie pizza,cheese pizza,pepperoni pizza,raspberry pie,The waiter replies:
4725,40,NA,main,Higher degree,249426,1672240369811,1672240120385,female,english,76706,waterSport,5,main,waterSport-muscle,No we don't have canoes but we do have kayaks which are pretty similar although they are closed boat and have a slightly different padle,kayak,competitor,competitor,You are at a water sports rental agency in a popular tourist region with a large lake for different types of water sports. The agency offers,\n\nA customer calls on the phone and asks the agent:,Do you rent canoes?,"I'm sorry, we don’t rent canoes.",We rent *.,canoes,kayaks,pedal boats,water ski equipment,The agent replies:
4681,29,NA,main,Graduated High-school,245085,1672172087584,1672171842499,male,English,39435,electronics,5,main,electronics-console,"No we don't sorry, we do have an xbox though, would this be ok?",Xbox,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a PlayStation?,"I’m sorry, we don’t have a PlayStation.",We have *.,a PlayStation,an Xbox,a Gameboy,a MacBook Air,The sales assistant replies:
4712,27,NA,main,Higher degree,175776,1672240302383,1672240126607,female,English,25459,bar,3,main,bar-tea,No we have iced coffee though.,iced coffee,competitor,competitor,You are a bartender in a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have iced tea?,"I'm sorry, we don't have iced tea today.",We have *.,iced tea,iced coffee,soda,Chardonnay,The bartender replies:
4712,27,NA,main,Higher degree,175776,1672240302383,1672240126607,female,English,29509,gymActivities,5,main,gym-boxing,No we have kickboxing classes only.,kickboxing,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer boxing classes?,"I’m sorry, we don’t have boxing.",We have *.,boxing classes,kickboxing classes,karate classes,pilates,The receptionist replies:
4642,68,NA,main,Did not graduate High-school,506044,1672166176808,1672165670764,male,English,92832,interior,2,main,interior-deco,"No, but have a oil painting you can look at.",oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
4708,36,NA,main,Graduated High-school,145436,1672240271362,1672240125926,male,English,28576,bookingAgency,3,main,bookingAgency-highClassAccommodation,"No, but how about a suite in a four star hotel?",four-star hotel,competitor,competitor,You are in a travel booking agency in a medium-sized tourist town. The following types of accommodation are still available for tomorrow night:,\n\nAn older man walks in and asks the agent:,Is a single room in a five-star hotel available for tomorrow night?,"I'm sorry, there is no single room in a five-star hotel available for tomorrow night.",There is *.,a single room in a five-star hotel,a suite in a four-star hotel,an expensive apartment close to the city,a room in a cheap bed-and-breakfast,The agent replies:
4650,47,NA,main,Higher degree,202445,1672168673782,1672168471337,female,English,36170,interior,3,main,interior-deco,"No, but I do have an oil painting you could have.",oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
4630,36,NA,main,Graduated College,158740,1672165844403,1672165685663,female,NA,17245,friendsActivities,1,main,friendsActivities-boardGames,"No, but I do have monopoly!",Monopoly,competitor,competitor,"You are at a casual Saturday night get together with your friends at a friend’s house. For activities, the friend prepared",\n\nOne friend asks the host:,Do you have Scrabble?,"I'm sorry, I don't have Scrabble.",I have *.,Scrabble,Monopoly,checkers,some movies,The host replies:
4656,62,NA,main,Graduated High-school,305912,1672168784565,1672168478653,female,english,44961,books,1,main,books-romance,"No, but I do have some books of French love letters",French love letters,competitor,competitor,You are at a bookshop in a small town. The shop currently has,\n\nA student walks in and asks the cashier:,Do you have a book of love poems?,"I’m sorry, we don’t have love poems.",We sell *.,love poems,books of French love letters,historical dramas,mystery novels,The cashier replies:
4637,56,NA,main,Higher degree,293013,1672166014283,1672165721270,male,English,48173,electronics,3,main,electronics-laptop,"No, but i have a macbook air",MacBook Air,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a MacBook Pro?,"I’m sorry, we don’t have a MacBook Pro.",We have *.,a MacBook Pro,a MacBook Air,a desktop computer,an Xbox,The sales assistant replies:
4726,53,NA,main,Graduated College,245193,1672240385441,1672240140248,male,English,35490,friendsActivities,5,main,friendsActivities-videoEntertainment,"No, but I have movies lined up for us to choose from.",movie,competitor,competitor,"You are at a casual Saturday night get together with your friends at a friend’s house. For activities, the friend prepared",\n\nOne friend asks the host:,Do you have Netflix?,"I'm sorry, I don't have Netflix.",I have *.,Netflix,some movies,Xbox games,Monopoly,The host replies:
4647,43,NA,main,Graduated College,120215,1672168597056,1672168476841,male,English,18200,touristInfo,5,main,touristInfo-childTheatre,"No, but there is a circus show.",circus,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a theatre performance for children today?,"I'm sorry, there is no theatre performance for children today.",There is *.,a theatre performance for children,a circus show,a trade fare,a club event with a hip hop DJ,The consultant replies:
4759,39,NA,main,Graduated College,268729,1672243997648,1672243728919,female,English,74553,kidsActivities,4,main,kidsActivities-sports,"No, but there is an acrobatics class.",acrobatics,competitor,competitor,You are at a children’s summer camp. Today a new group of children arrived. They need to sign up for different activities. The camp offers,\n\nA kid walks up to a teacher and asks:,Is there a gymnastics class?,"I'm sorry, there is no gymnastics class.",There is *.,a gymnastics class,an acrobatics class,a karate class,a watercolor painting class,The teacher replies:
4672,33,NA,main,NA,215988,1672171791741,1672171575753,female,English,24269,friendsActivities,4,main,friendsActivities-videoEntertainment,"No, but there's a selection of movies if you want to choose one.",movie,competitor,competitor,"You are at a casual Saturday night get together with your friends at a friend’s house. For activities, the friend prepared",\n\nOne friend asks the host:,Do you have Netflix?,"I'm sorry, I don't have Netflix.",I have *.,Netflix,some movies,Xbox games,Monopoly,The host replies:
4689,30,NA,main,Graduated High-school,173006,1672237066240,1672236893234,female,English,25197,kidsActivities,3,main,kidsActivities-sports,"No, but there's acrobatics",acrobatics,competitor,competitor,You are at a children’s summer camp. Today a new group of children arrived. They need to sign up for different activities. The camp offers,\n\nA kid walks up to a teacher and asks:,Is there a gymnastics class?,"I'm sorry, there is no gymnastics class.",There is *.,a gymnastics class,an acrobatics class,a karate class,a watercolor painting class,The teacher replies:
4647,43,NA,main,Graduated College,120215,1672168597056,1672168476841,male,English,22240,kidsActivities,2,main,kidsActivities-crafts,"No, but there's carpentry if you're interested.",carpentry,competitor,competitor,You are at a children’s summer camp. Today a new group of children arrived. They need to sign up for different activities. The camp offers,\n\nA kid walks up to a teacher and asks:,Is there a pottery class?,"I'm sorry, there is no pottery class.",There is *.,a pottery class,a watercolor painting class,a carpentry workshop,an acrobatics class,The teacher replies:
4751,28,NA,main,Graduated College,147153,1672243869023,1672243721870,male,English,18605,books,2,main,books-romance,"No, but we do have a book on French love letters.
",French love letters,competitor,competitor,You are at a bookshop in a small town. The shop currently has,\n\nA student walks in and asks the cashier:,Do you have a book of love poems?,"I’m sorry, we don’t have love poems.",We sell *.,love poems,books of French love letters,historical dramas,mystery novels,The cashier replies:
4614,30,NA,main,Graduated College,142055,1672164834373,1672164692318,male,English,20315,books,5,main,books-romance,"No, but we do have French love letters.",French love letters,competitor,competitor,You are at a bookshop in a small town. The shop currently has,\n\nA student walks in and asks the cashier:,Do you have a book of love poems?,"I’m sorry, we don’t have love poems.",We sell *.,love poems,books of French love letters,historical dramas,mystery novels,The cashier replies:
4685,27,NA,main,Graduated College,95714,1672237002197,1672236906483,male,English,13701,dutyFree,2,main,dutyFree-sweets,"No, but we do have gingerbread.",gingerbread,competitor,competitor,You are on an old-fashioned international flight. The flight attendants are selling duty-free items to passengers. The flight attendants currently have the following items on offer:,"\n\nAs a flight attendant walks by, a passenger asks:",Do you sell cookies?,"I'm sorry, we don’t sell cookies.",We sell *.,cookies,gingerbread,granola bars,cigarettes,The flight attendant replies:
4729,24,NA,main,Graduated High-school,264807,1672240412648,1672240147841,male,English,33401,gymActivities,4,main,gym-boxing,"No, but we do offer kickboxing classes. Would you be interested in signing up for the kickboxing classes?",kickboxing,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer boxing classes?,"I’m sorry, we don’t have boxing.",We have *.,boxing classes,kickboxing classes,karate classes,pilates,The receptionist replies:
4619,34,NA,main,Graduated High-school,208664,1672164898665,1672164690001,female,British,50345,gymActivities,3,main,gym-yoga,"No, but we do offer Pilates",pilates,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer yoga classes?,"I’m sorry, we don’t have yoga.",We have *.,yoga classes,a pilates class,zumba classes,kickboxing,The receptionist replies:
4750,30,NA,main,Graduated College,132518,1672243858741,1672243726223,male,English,18836,books,2,main,books-romance,"No, but we have books of French love letters!",French love letters,competitor,competitor,You are at a bookshop in a small town. The shop currently has,\n\nA student walks in and asks the cashier:,Do you have a book of love poems?,"I’m sorry, we don’t have love poems.",We sell *.,love poems,books of French love letters,historical dramas,mystery novels,The cashier replies:
4708,36,NA,main,Graduated High-school,145436,1672240271362,1672240125926,male,English,23376,petAdoption,1,main,petAdoption-hamster,"No, but we have gerbils.",gerbil,competitor,competitor,You are at an adoption center for rescued animals. Currently there are the following animals at the center:,\n\nA family comes in and asks an employee:,Do you have any hamsters?,"I'm sorry, we don’t have any hamsters.",We have *.,hamsters,gerbils,ferrets,golden retrievers,The employee replies:
4759,39,NA,main,Graduated College,268729,1672243997648,1672243728919,female,English,35817,gymActivities,1,main,gym-boxing,"No, but we offer kickboxing lessons.",kickboxing,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer boxing classes?,"I’m sorry, we don’t have boxing.",We have *.,boxing classes,kickboxing classes,karate classes,pilates,The receptionist replies:
4647,43,NA,main,Graduated College,120215,1672168597056,1672168476841,male,English,25696,dutyFree,1,main,dutyFree-smokes,"No, but we sell cigarettes.",cigarettes,competitor,competitor,You are on an old-fashioned international flight. The flight attendants are selling duty-free items to passengers. The flight attendants currently have the following items on offer:,"\n\nAs a flight attendant walks by, a passenger asks:",Do you sell cigars?,"I'm sorry, we don’t sell cigars.",We sell *.,cigars,cigarettes,gin,gingerbread,The flight attendant replies:
4710,47,NA,main,Graduated High-school,159101,1672240286434,1672240127333,female,English,21264,interior,3,main,interior-deco,"No, how about an oil painting?",oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
4685,27,NA,main,Graduated College,95714,1672237002197,1672236906483,male,English,11022,electronics,4,main,electronics-console,"No, how about an Xbox?",Xbox,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a PlayStation?,"I’m sorry, we don’t have a PlayStation.",We have *.,a PlayStation,an Xbox,a Gameboy,a MacBook Air,The sales assistant replies:
4650,47,NA,main,Higher degree,202445,1672168673782,1672168471337,female,English,30243,friendsActivities,4,main,friendsActivities-videoEntertainment,"No, how about we watch a movie instead?",movie,competitor,competitor,"You are at a casual Saturday night get together with your friends at a friend’s house. For activities, the friend prepared",\n\nOne friend asks the host:,Do you have Netflix?,"I'm sorry, I don't have Netflix.",I have *.,Netflix,some movies,Xbox games,Monopoly,The host replies:
4669,32,NA,main,Graduated College,166429,1672171749381,1672171582952,female,English,35646,interior,5,main,interior-green,"No, I have an agave plant",agave,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have an aloe vera plant?,"I'm sorry, I don’t have an aloe vera.",I have *.,an aloe vera plant,an agave plant,tulips,an oil painting,Your aunt replies:
4765,35,NA,main,Graduated College,205041,1672244285138,1672244080097,male,English,76969,interior,1,main,interior-deco,"No, i have an oil painting though",oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
4619,34,NA,main,Graduated High-school,208664,1672164898665,1672164690001,female,British,31542,bar,1,main,bar-whiteWine,"No, I have chardonnay",Chardonnay,competitor,competitor,You are at a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have Sauvignon Blanc?,"I'm sorry, we don't have Sauvignon Blanc today.",We have *.,Sauvignon Blanc,Chardonnay,craft beer,iced coffee,The bartender replies:
4711,38,NA,main,Graduated College,171437,1672240296548,1672240125111,male,English,25618,friendsActivities,1,main,friendsActivities-boardGames,"No, i have Monopoly though",Monopoly,competitor,competitor,"You are at a casual Saturday night get together with your friends at a friend’s house. For activities, the friend prepared",\n\nOne friend asks the host:,Do you have Scrabble?,"I'm sorry, I don't have Scrabble.",I have *.,Scrabble,Monopoly,checkers,some movies,The host replies:
4672,33,NA,main,NA,215988,1672171791741,1672171575753,female,English,46931,interior,2,main,interior-deco,"No, I'm sorry but the only painting I have at the moment is an oil painting.",oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
